login_streak,posts_created,comments_written,upvotes_received,quizzes_completed,buddies_messaged,karma_spent,karma_earned,spam,surprise_unlocked,reward_karma,reason,rarity,box_type,status
1,3,1,4,2,4,3,11,False,True,8,posts_created+login_streak,common,comeback,delivered
3,0,1,0,0,0,1,2,True,False,0,spam,,,missed
1,5,1,4,2,0,13,29,False,True,16,posts_created+login_streak,common,comeback,delivered
3,2,9,15,2,10,18,27,False,True,9,quizzes_completed+login_streak,common,streak,delivered
2,5,1,7,0,6,9,21,False,True,12,posts_created+karma_earned,common,mystery,delivered
2,1,1,1,0,0,10,10,False,False,0,low_karma_diff,,,missed
1,7,1,3,1,4,7,14,False,True,7,posts_created+login_streak,common,comeback,delivered
5,0,11,18,1,15,2,29,False,True,27,buddies_messaged+upvotes_received+comments_written,rare,engagement,delivered
2,3,9,6,1,2,10,16,False,True,6,posts_created+karma_earned,common,mystery,delivered
2,6,7,4,2,3,0,27,False,True,27,posts_created+karma_earned,rare,mystery,delivered
2,5,16,28,2,12,7,29,False,True,22,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
4,1,5,20,0,13,8,28,False,True,20,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
2,2,1,1,0,0,8,10,False,False,2,low_karma_diff,,,missed
1,8,2,3,2,4,3,12,False,True,9,posts_created+login_streak,common,comeback,delivered
0,2,3,2,0,0,7,8,False,False,1,low_karma_diff,,,missed
1,3,9,29,3,5,14,21,False,True,7,buddies_messaged+upvotes_received+comments_written,common,engagement,delivered
7,7,7,22,9,11,8,29,False,True,21,posts_created+quizzes_completed+login_streak+upvotes_received,legendary,allrounder,delivered
4,6,4,10,3,10,24,30,False,True,6,no_reason,legendary,social,delivered
4,7,7,11,2,6,24,29,False,True,5,no_reason,legendary,social,delivered
3,2,0,9,1,7,1,11,False,True,10,posts_created+karma_earned,common,mystery,delivered
3,10,5,15,5,3,9,22,False,True,13,quizzes_completed+login_streak,common,streak,delivered
4,7,0,6,3,3,9,19,False,True,10,posts_created+karma_earned,common,mystery,delivered
5,14,19,24,5,9,9,25,False,True,16,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
0,1,18,19,0,13,10,22,False,True,12,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
0,1,18,16,3,15,20,30,False,True,10,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
0,1,0,9,1,4,8,26,False,True,18,posts_created+karma_earned,common,mystery,delivered
0,1,3,4,0,2,9,10,False,False,1,low_karma_diff,,,missed
0,5,7,3,0,2,1,10,False,True,9,posts_created+karma_earned,common,mystery,delivered
3,1,14,18,2,6,12,26,False,True,14,buddies_messaged+upvotes_received+comments_written,rare,engagement,delivered
2,0,14,13,1,4,1,29,False,True,28,buddies_messaged+upvotes_received+comments_written,common,engagement,delivered
0,6,14,8,3,7,20,25,False,True,5,no_reason,common,social,delivered
3,3,5,9,2,7,7,20,False,True,13,quizzes_completed+login_streak,common,streak,delivered
2,2,4,2,0,1,10,10,False,False,0,low_karma_diff,,,missed
0,4,15,17,2,14,9,27,False,True,18,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
6,1,5,4,4,10,11,27,False,True,16,quizzes_completed+login_streak,rare,streak,delivered
0,3,11,14,2,7,22,27,False,True,5,no_reason,rare,social,delivered
7,8,5,9,2,9,16,21,False,True,5,quizzes_completed+login_streak,rare,streak,delivered
5,8,9,8,1,0,10,20,False,True,10,posts_created+karma_earned,common,mystery,delivered
8,3,7,14,3,9,15,30,False,True,15,quizzes_completed+login_streak,rare,streak,delivered
5,3,1,2,1,5,16,26,False,True,10,quizzes_completed+login_streak,common,streak,delivered
0,2,8,18,2,14,11,23,False,True,12,buddies_messaged+upvotes_received+comments_written,rare,engagement,delivered
5,11,6,8,9,13,5,30,False,True,25,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
2,9,7,1,1,5,3,16,False,True,13,posts_created+karma_earned,common,mystery,delivered
5,14,16,9,7,10,14,29,False,True,15,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
6,10,9,11,3,3,11,19,False,True,8,quizzes_completed+login_streak,rare,streak,delivered
0,2,1,4,0,1,8,10,False,False,2,low_karma_diff,,,missed
3,8,15,10,4,5,10,25,False,True,15,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
9,4,8,15,4,2,1,25,False,True,24,quizzes_completed+login_streak,legendary,streak,delivered
1,1,7,8,1,1,15,20,False,True,5,posts_created+karma_earned,common,mystery,delivered
2,10,12,6,3,5,21,26,False,True,5,no_reason,common,social,delivered
3,1,14,28,0,9,11,20,False,True,9,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
5,8,8,12,5,8,3,30,False,True,27,quizzes_completed+login_streak,common,streak,delivered
0,0,3,4,0,1,7,10,False,False,3,low_karma_diff,,,missed
1,8,5,0,1,2,5,10,False,True,5,posts_created+login_streak,common,comeback,delivered
6,5,5,11,5,5,19,30,False,True,11,quizzes_completed+login_streak,rare,streak,delivered
5,0,11,23,1,14,8,23,False,True,15,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
5,6,4,11,2,5,23,28,False,True,5,no_reason,rare,social,delivered
9,2,3,9,4,10,13,21,False,True,8,quizzes_completed+login_streak,rare,streak,delivered
1,6,11,7,3,5,21,26,False,True,5,no_reason,common,social,delivered
7,6,10,11,5,5,10,27,False,True,17,quizzes_completed+login_streak,rare,streak,delivered
2,10,7,13,2,7,21,26,False,True,5,no_reason,common,social,delivered
1,4,1,5,1,5,1,25,False,True,24,posts_created+login_streak,rare,comeback,delivered
3,10,10,0,5,1,9,29,False,True,20,quizzes_completed+login_streak,common,streak,delivered
2,5,15,18,0,12,15,27,False,True,12,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
4,6,1,7,3,1,10,23,False,True,13,posts_created+karma_earned,common,mystery,delivered
2,3,0,8,0,7,6,19,False,True,13,posts_created+karma_earned,common,mystery,delivered
3,4,14,9,3,4,21,30,False,True,9,no_reason,common,social,delivered
1,1,8,27,0,14,18,28,False,True,10,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
1,10,4,2,2,3,7,25,False,True,18,posts_created+login_streak,common,comeback,delivered
1,3,17,28,0,4,4,30,False,True,26,buddies_messaged+upvotes_received+comments_written,common,engagement,delivered
0,2,12,20,2,5,6,27,False,True,21,buddies_messaged+upvotes_received+comments_written,common,engagement,delivered
4,13,8,19,6,11,0,29,False,True,29,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
2,2,2,1,0,2,5,7,False,False,2,low_karma_diff,,,missed
0,1,4,5,0,2,4,7,False,False,3,low_karma_diff,,,missed
5,15,18,16,4,13,15,25,False,True,10,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
1,1,4,9,3,1,1,15,False,True,14,posts_created+karma_earned,common,mystery,delivered
2,10,15,7,3,8,22,28,False,True,6,no_reason,rare,social,delivered
5,3,8,23,1,4,6,30,False,True,24,buddies_messaged+upvotes_received+comments_written,common,engagement,delivered
2,2,20,17,1,11,6,22,False,True,16,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
1,6,7,21,3,13,6,25,False,True,19,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
4,8,7,17,10,15,4,27,False,True,23,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
4,4,4,5,0,6,5,18,False,True,13,posts_created+karma_earned,common,mystery,delivered
5,10,6,14,4,7,2,20,False,True,18,quizzes_completed+login_streak,common,streak,delivered
5,4,0,0,2,1,7,22,False,True,15,quizzes_completed+login_streak,common,streak,delivered
1,2,4,2,1,5,5,16,False,True,11,posts_created+login_streak,common,comeback,delivered
3,8,0,0,1,2,7,17,False,True,10,posts_created+karma_earned,common,mystery,delivered
1,7,2,2,2,1,1,11,False,True,10,posts_created+login_streak,common,comeback,delivered
5,10,5,5,0,3,5,22,False,True,17,posts_created+karma_earned,common,mystery,delivered
4,5,14,8,3,8,22,27,False,True,5,no_reason,rare,social,delivered
10,1,5,6,4,2,1,20,False,True,19,quizzes_completed+login_streak,rare,streak,delivered
7,0,10,3,3,3,1,15,False,True,14,quizzes_completed+login_streak,rare,streak,delivered
3,3,15,30,2,8,13,25,False,True,12,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
0,10,4,7,3,6,20,25,False,True,5,no_reason,common,social,delivered
1,0,3,3,0,1,9,9,False,False,0,low_karma_diff,,,missed
6,3,2,10,3,7,14,22,False,True,8,quizzes_completed+login_streak,rare,streak,delivered
2,1,2,2,0,1,5,6,False,False,1,low_karma_diff,,,missed
4,7,11,19,7,6,16,28,False,True,12,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
1,9,3,1,1,5,16,29,False,True,13,posts_created+login_streak,common,comeback,delivered
1,3,4,2,3,5,0,0,True,False,0,spam,,,missed
9,2,6,11,5,1,6,19,False,True,13,quizzes_completed+login_streak,rare,streak,delivered
1,4,3,4,1,5,8,22,False,True,14,posts_created+login_streak,common,comeback,delivered
1,6,15,14,3,10,15,29,False,True,14,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
1,5,13,15,2,4,21,26,False,True,5,no_reason,common,social,delivered
1,0,1,2,0,2,6,10,False,False,4,low_karma_diff,,,missed
5,6,6,14,3,9,23,28,False,True,5,no_reason,rare,social,delivered
5,6,5,8,2,9,24,29,False,True,5,no_reason,legendary,social,delivered
1,9,3,4,2,3,4,14,False,True,10,posts_created+login_streak,common,comeback,delivered
3,5,17,25,2,3,11,28,False,True,17,buddies_messaged+upvotes_received+comments_written,common,engagement,delivered
3,10,10,13,1,6,6,23,False,True,17,quizzes_completed+login_streak,common,streak,delivered
9,8,5,2,2,3,15,20,False,True,5,quizzes_completed+login_streak,rare,streak,delivered
1,5,5,15,2,5,20,25,False,True,5,no_reason,common,social,delivered
5,7,7,4,3,0,3,15,False,True,12,quizzes_completed+login_streak,common,streak,delivered
1,9,2,1,2,1,7,16,False,True,9,posts_created+login_streak,common,comeback,delivered
9,7,3,12,5,9,13,26,False,True,13,quizzes_completed+login_streak,rare,streak,delivered
0,8,12,5,3,8,24,29,False,True,5,no_reason,legendary,social,delivered
5,5,5,16,6,5,12,28,False,True,16,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
0,5,4,14,2,10,24,29,False,True,5,no_reason,legendary,social,delivered
10,4,8,15,5,0,15,25,False,True,10,quizzes_completed+login_streak,rare,streak,delivered
4,1,4,3,0,6,8,28,False,True,20,posts_created+karma_earned,common,mystery,delivered
1,5,3,5,1,5,4,13,False,True,9,posts_created+login_streak,common,comeback,delivered
3,2,10,27,2,4,14,26,False,True,12,buddies_messaged+upvotes_received+comments_written,common,engagement,delivered
2,2,1,0,0,2,8,10,False,False,2,low_karma_diff,,,missed
1,7,0,1,2,3,0,11,False,True,11,posts_created+karma_earned,common,mystery,delivered
0,0,2,4,0,2,2,5,False,False,3,low_karma_diff,,,missed
1,4,8,8,0,2,5,29,False,True,24,posts_created+karma_earned,rare,mystery,delivered
2,2,16,25,2,8,7,22,False,True,15,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
4,4,4,14,2,3,3,21,False,True,18,quizzes_completed+login_streak,common,streak,delivered
4,7,10,4,2,2,2,10,False,True,8,posts_created+karma_earned,common,mystery,delivered
7,3,5,11,5,8,12,30,False,True,18,quizzes_completed+login_streak,rare,streak,delivered
5,8,15,5,2,10,20,28,False,True,8,no_reason,common,social,delivered
2,2,9,29,1,3,13,25,False,True,12,buddies_messaged+upvotes_received+comments_written,common,engagement,delivered
10,11,7,9,8,13,6,27,False,True,21,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
2,2,18,30,2,4,15,28,False,True,13,buddies_messaged+upvotes_received+comments_written,common,engagement,delivered
3,12,17,12,4,14,7,25,False,True,18,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
7,7,3,21,3,8,0,25,False,True,25,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
6,14,16,18,8,13,2,29,False,True,27,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
1,1,2,1,0,1,4,5,False,False,1,low_karma_diff,,,missed
0,2,3,2,0,0,5,5,False,False,0,low_karma_diff,,,missed
9,14,18,13,4,3,2,25,False,True,23,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
1,9,3,2,1,5,12,26,False,True,14,posts_created+login_streak,common,comeback,delivered
6,14,14,9,2,3,8,26,False,True,18,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
1,5,1,5,1,0,8,13,False,True,5,posts_created+login_streak,common,comeback,delivered
3,6,7,10,3,15,5,30,False,True,25,buddies_messaged+upvotes_received+comments_written,common,engagement,delivered
2,0,2,1,0,1,8,8,False,False,0,low_karma_diff,,,missed
5,13,9,21,3,6,5,27,False,True,22,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
5,4,0,4,1,7,4,20,False,True,16,posts_created+karma_earned,common,mystery,delivered
3,0,5,15,5,5,2,20,False,True,18,quizzes_completed+login_streak,common,streak,delivered
1,7,4,0,2,1,13,25,False,True,12,posts_created+login_streak,common,comeback,delivered
10,2,10,6,5,4,12,20,False,True,8,quizzes_completed+login_streak,rare,streak,delivered
5,9,6,13,3,10,20,26,False,True,6,no_reason,common,social,delivered
0,1,4,3,0,0,6,10,False,False,4,low_karma_diff,,,missed
9,13,10,21,3,3,2,30,False,True,28,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
9,15,4,22,9,11,13,30,False,True,17,posts_created+quizzes_completed+login_streak+upvotes_received,legendary,allrounder,delivered
8,7,3,24,10,3,22,27,False,True,5,posts_created+quizzes_completed+login_streak+upvotes_received,legendary,allrounder,delivered
0,2,4,4,0,2,5,7,False,False,2,low_karma_diff,,,missed
1,2,10,7,2,3,5,20,False,True,15,posts_created+karma_earned,common,mystery,delivered
3,4,5,11,0,8,13,27,False,True,14,buddies_messaged+upvotes_received+comments_written,common,engagement,delivered
5,4,0,6,2,7,0,29,False,True,29,quizzes_completed+login_streak,common,streak,delivered
2,0,4,2,0,1,7,7,False,False,0,low_karma_diff,,,missed
9,1,4,9,2,9,12,26,False,True,14,quizzes_completed+login_streak,rare,streak,delivered
2,4,13,5,3,8,22,29,False,True,7,no_reason,rare,social,delivered
10,9,20,14,10,3,6,28,False,True,22,posts_created+quizzes_completed+login_streak+upvotes_received,legendary,allrounder,delivered
2,5,14,13,2,5,20,29,False,True,9,no_reason,common,social,delivered
0,9,4,15,2,8,20,29,False,True,9,no_reason,common,social,delivered
1,6,1,0,2,1,9,16,False,True,7,posts_created+login_streak,common,comeback,delivered
1,0,0,5,3,1,17,18,True,False,0,spam,,,missed
1,9,3,3,2,5,6,11,False,True,5,posts_created+login_streak,common,comeback,delivered
4,11,13,12,3,3,24,29,False,True,5,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
1,2,4,4,1,0,1,29,False,True,28,posts_created+login_streak,rare,comeback,delivered
2,0,0,1,0,1,4,7,False,False,3,low_karma_diff,,,missed
1,7,3,5,1,1,0,10,False,True,10,posts_created+login_streak,common,comeback,delivered
8,14,5,15,7,10,15,26,False,True,11,posts_created+quizzes_completed+login_streak+upvotes_received,legendary,allrounder,delivered
3,5,15,30,0,10,4,22,False,True,18,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
3,10,9,9,3,7,22,28,False,True,6,no_reason,rare,social,delivered
5,5,6,5,2,3,14,20,False,True,6,posts_created+karma_earned,common,mystery,delivered
4,5,6,11,2,9,16,25,False,True,9,quizzes_completed+login_streak,common,streak,delivered
0,9,5,11,3,9,21,27,False,True,6,no_reason,common,social,delivered
8,10,0,14,5,7,13,24,False,True,11,quizzes_completed+login_streak,rare,streak,delivered
3,3,14,5,3,10,20,26,False,True,6,no_reason,common,social,delivered
5,4,0,5,0,5,9,17,True,False,0,spam,,,missed
5,9,1,11,3,8,3,18,False,True,15,quizzes_completed+login_streak,common,streak,delivered
9,14,19,11,8,8,5,30,False,True,25,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
10,11,15,23,3,8,19,28,False,True,9,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
4,6,18,17,5,14,23,30,False,True,7,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
1,5,6,4,0,6,1,23,False,True,22,posts_created+karma_earned,common,mystery,delivered
10,0,7,5,5,5,4,21,False,True,17,quizzes_completed+login_streak,rare,streak,delivered
2,2,4,0,0,0,6,10,False,False,4,low_karma_diff,,,missed
4,5,2,13,3,10,16,30,False,True,14,quizzes_completed+login_streak,common,streak,delivered
2,4,15,13,3,7,20,27,False,True,7,no_reason,common,social,delivered
2,9,7,5,2,10,20,25,False,True,5,no_reason,common,social,delivered
5,5,14,14,3,6,20,27,False,True,7,no_reason,common,social,delivered
2,1,10,11,3,13,4,23,False,True,19,buddies_messaged+upvotes_received+comments_written,rare,engagement,delivered
0,4,5,12,3,6,3,27,False,True,24,buddies_messaged+upvotes_received+comments_written,common,engagement,delivered
3,14,14,25,2,14,10,28,False,True,18,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
0,1,3,0,0,1,6,9,False,False,3,low_karma_diff,,,missed
0,8,6,1,3,2,7,27,False,True,20,posts_created+karma_earned,common,mystery,delivered
1,4,4,8,2,7,21,26,False,True,5,no_reason,common,social,delivered
9,8,11,21,6,5,17,28,False,True,11,posts_created+quizzes_completed+login_streak+upvotes_received,legendary,allrounder,delivered
4,7,7,7,1,2,6,25,False,True,19,quizzes_completed+login_streak,common,streak,delivered
5,9,10,7,4,10,4,22,False,True,18,quizzes_completed+login_streak,common,streak,delivered
4,4,10,30,0,12,7,28,False,True,21,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
1,10,11,10,3,10,20,25,False,True,5,no_reason,common,social,delivered
2,5,0,4,3,6,7,16,False,True,9,posts_created+karma_earned,common,mystery,delivered
7,2,1,12,3,7,0,16,False,True,16,quizzes_completed+login_streak,rare,streak,delivered
1,9,2,1,1,4,10,17,False,True,7,posts_created+login_streak,common,comeback,delivered
1,8,8,10,2,9,20,25,False,True,5,no_reason,common,social,delivered
0,8,9,0,3,6,7,16,False,True,9,posts_created+karma_earned,common,mystery,delivered
0,0,4,1,0,0,5,9,False,False,4,low_karma_diff,,,missed
5,2,19,16,1,13,3,24,False,True,21,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
4,13,3,8,7,11,19,30,False,True,11,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
9,9,2,8,5,10,21,27,False,True,6,quizzes_completed+login_streak,rare,streak,delivered
10,9,3,12,1,9,1,23,False,True,22,quizzes_completed+login_streak,legendary,streak,delivered
1,2,3,2,1,5,2,29,False,True,27,posts_created+login_streak,rare,comeback,delivered
4,8,14,9,3,4,20,25,False,True,5,no_reason,common,social,delivered
2,1,2,0,0,1,1,5,False,False,4,low_karma_diff,,,missed
5,12,8,23,3,5,11,28,False,True,17,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
7,3,8,14,5,1,11,17,False,True,6,quizzes_completed+login_streak,rare,streak,delivered
4,4,5,15,2,10,20,29,False,True,9,no_reason,common,social,delivered
4,8,6,15,2,9,20,25,False,True,5,no_reason,common,social,delivered
1,10,5,2,2,3,6,27,False,True,21,posts_created+login_streak,rare,comeback,delivered
7,13,4,12,6,15,12,30,False,True,18,posts_created+quizzes_completed+login_streak+upvotes_received,legendary,allrounder,delivered
1,3,3,5,2,2,13,19,False,True,6,posts_created+login_streak,common,comeback,delivered
1,2,4,1,2,2,7,26,False,True,19,posts_created+login_streak,common,comeback,delivered
4,4,8,17,2,5,5,20,False,True,15,buddies_messaged+upvotes_received+comments_written,common,engagement,delivered
1,3,1,4,2,4,14,24,False,True,10,posts_created+login_streak,common,comeback,delivered
5,5,6,13,2,13,3,27,False,True,24,buddies_messaged+upvotes_received+comments_written,common,engagement,delivered
3,9,1,5,1,3,11,23,False,True,12,posts_created+karma_earned,common,mystery,delivered
5,3,5,1,3,3,11,19,False,True,8,posts_created+karma_earned,common,mystery,delivered
1,1,2,4,0,2,4,5,False,False,1,low_karma_diff,,,missed
5,5,11,8,4,11,7,25,False,True,18,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
1,2,2,1,0,0,7,7,False,False,0,low_karma_diff,,,missed
5,4,1,13,5,8,11,19,False,True,8,quizzes_completed+login_streak,common,streak,delivered
7,13,12,25,6,4,20,30,False,True,10,posts_created+quizzes_completed+login_streak+upvotes_received,legendary,allrounder,delivered
1,8,3,5,2,3,1,14,False,True,13,posts_created+login_streak,common,comeback,delivered
5,11,9,19,4,15,14,27,False,True,13,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
6,7,10,9,6,12,14,27,False,True,13,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
5,9,9,2,3,7,4,21,False,True,17,posts_created+karma_earned,common,mystery,delivered
4,1,4,15,1,8,22,27,False,True,5,quizzes_completed+login_streak,common,streak,delivered
3,5,1,0,1,0,2,12,True,False,0,spam,,,missed
5,3,20,28,3,6,16,24,False,True,8,buddies_messaged+upvotes_received+comments_written,rare,engagement,delivered
3,9,6,5,0,3,4,10,False,True,6,posts_created+karma_earned,common,mystery,delivered
1,2,3,0,0,0,4,7,False,False,3,low_karma_diff,,,missed
10,2,0,2,4,7,8,15,False,True,7,quizzes_completed+login_streak,rare,streak,delivered
5,1,5,9,2,8,9,16,False,True,7,quizzes_completed+login_streak,common,streak,delivered
2,9,1,0,2,0,15,21,False,True,6,posts_created+karma_earned,common,mystery,delivered
1,9,1,2,2,5,6,16,False,True,10,posts_created+login_streak,common,comeback,delivered
0,7,9,2,3,4,5,15,False,True,10,posts_created+karma_earned,common,mystery,delivered
1,4,3,2,2,0,13,24,False,True,11,posts_created+login_streak,common,comeback,delivered
7,9,17,21,5,3,1,25,False,True,24,posts_created+quizzes_completed+login_streak+upvotes_received,legendary,allrounder,delivered
2,6,8,26,1,4,12,21,False,True,9,buddies_messaged+upvotes_received+comments_written,common,engagement,delivered
1,5,4,3,1,5,8,26,False,True,18,posts_created+login_streak,common,comeback,delivered
1,6,5,5,2,2,2,18,False,True,16,posts_created+login_streak,common,comeback,delivered
1,4,4,5,2,0,10,17,False,True,7,posts_created+login_streak,common,comeback,delivered
0,8,7,8,3,8,21,30,False,True,9,no_reason,common,social,delivered
9,5,20,20,9,7,12,25,False,True,13,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
0,1,4,2,1,4,7,9,True,False,0,spam,,,missed
4,7,5,9,2,8,20,25,False,True,5,no_reason,common,social,delivered
10,0,1,13,2,4,8,28,False,True,20,quizzes_completed+login_streak,legendary,streak,delivered
3,4,7,8,1,1,3,11,False,True,8,posts_created+karma_earned,common,mystery,delivered
8,2,9,5,5,9,3,15,False,True,12,quizzes_completed+login_streak,rare,streak,delivered
4,7,4,19,9,4,16,26,False,True,10,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
9,3,7,7,5,5,6,21,False,True,15,quizzes_completed+login_streak,rare,streak,delivered
1,2,5,0,2,5,19,30,False,True,11,posts_created+login_streak,common,comeback,delivered
10,3,3,12,3,5,13,30,False,True,17,quizzes_completed+login_streak,rare,streak,delivered
1,5,3,5,1,4,4,18,False,True,14,posts_created+karma_earned,common,mystery,delivered
1,10,5,10,2,1,12,22,False,True,10,posts_created+karma_earned,common,mystery,delivered
5,9,11,14,2,10,23,28,False,True,5,no_reason,rare,social,delivered
2,0,17,28,2,8,10,20,False,True,10,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
9,9,17,24,5,5,8,29,False,True,21,posts_created+quizzes_completed+login_streak+upvotes_received,legendary,allrounder,delivered
1,2,17,23,0,7,17,29,False,True,12,buddies_messaged+upvotes_received+comments_written,rare,engagement,delivered
7,10,14,17,10,5,20,28,False,True,8,posts_created+quizzes_completed+login_streak+upvotes_received,legendary,allrounder,delivered
7,11,8,11,3,9,2,25,False,True,23,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
8,10,20,11,3,12,10,30,False,True,20,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
3,11,5,25,5,6,6,25,False,True,19,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
3,5,6,0,2,10,6,27,False,True,21,quizzes_completed+login_streak,common,streak,delivered
10,0,6,5,4,7,15,25,False,True,10,quizzes_completed+login_streak,rare,streak,delivered
3,0,7,15,1,4,5,25,False,True,20,buddies_messaged+upvotes_received+comments_written,common,engagement,delivered
5,6,17,15,3,15,0,26,False,True,26,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
4,8,8,11,3,10,20,25,False,True,5,no_reason,common,social,delivered
8,12,18,12,5,9,21,27,False,True,6,posts_created+quizzes_completed+login_streak+upvotes_received,legendary,allrounder,delivered
1,4,1,5,2,2,6,23,False,True,17,posts_created+login_streak,common,comeback,delivered
4,3,10,5,0,3,11,27,False,True,16,posts_created+karma_earned,common,mystery,delivered
8,11,17,23,9,3,20,30,False,True,10,posts_created+quizzes_completed+login_streak+upvotes_received,legendary,allrounder,delivered
1,10,1,0,2,2,1,10,False,True,9,posts_created+login_streak,common,comeback,delivered
4,9,13,14,2,5,24,29,False,True,5,no_reason,legendary,social,delivered
5,9,13,20,2,9,17,28,False,True,11,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
3,6,10,3,0,5,7,28,False,True,21,posts_created+karma_earned,common,mystery,delivered
8,6,4,14,3,8,5,29,False,True,24,quizzes_completed+login_streak,legendary,streak,delivered
1,0,5,17,0,12,15,20,False,True,5,buddies_messaged+upvotes_received+comments_written,rare,engagement,delivered
8,4,9,4,1,1,4,19,False,True,15,quizzes_completed+login_streak,rare,streak,delivered
6,2,10,14,3,2,6,27,False,True,21,quizzes_completed+login_streak,rare,streak,delivered
0,1,5,21,2,7,13,22,False,True,9,buddies_messaged+upvotes_received+comments_written,rare,engagement,delivered
2,4,6,13,1,15,14,21,False,True,7,buddies_messaged+upvotes_received+comments_written,common,engagement,delivered
3,5,14,13,2,10,22,28,False,True,6,no_reason,rare,social,delivered
3,3,2,5,5,1,5,19,False,True,14,quizzes_completed+login_streak,common,streak,delivered
2,1,2,5,0,1,9,10,False,False,1,low_karma_diff,,,missed
2,3,5,5,2,8,20,25,False,True,5,no_reason,common,social,delivered
5,4,13,9,2,6,21,29,False,True,8,no_reason,common,social,delivered
1,9,4,0,2,5,3,16,False,True,13,posts_created+login_streak,common,comeback,delivered
1,2,15,29,2,7,13,27,False,True,14,buddies_messaged+upvotes_received+comments_written,rare,engagement,delivered
1,4,5,2,1,1,12,21,False,True,9,posts_created+login_streak,common,comeback,delivered
0,9,3,8,0,0,0,17,False,True,17,posts_created+karma_earned,common,mystery,delivered
7,0,8,15,1,2,11,17,False,True,6,quizzes_completed+login_streak,rare,streak,delivered
0,5,10,6,1,2,4,11,False,True,7,posts_created+karma_earned,common,mystery,delivered
8,13,19,14,9,12,12,27,False,True,15,posts_created+quizzes_completed+login_streak+upvotes_received,legendary,allrounder,delivered
7,9,12,17,10,4,15,27,False,True,12,posts_created+quizzes_completed+login_streak+upvotes_received,legendary,allrounder,delivered
8,7,18,9,3,4,6,25,False,True,19,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
